_id,user,startTime,totalCasual,totalSerious,totalNeutral,clicks,totalTime
67eebc3330ebf87daab2c84a,user,2025-04-03T16:49:55.326Z,4,96,0,"['select scenario', 'add example category', 'add example category', 'add example category', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution']",50392
67eebc7f30ebf87daab2c84c,user,2025-04-03T16:51:11.967Z,0,0,0,[],0
67eebcbd30ebf87daab2c84d,user,2025-04-03T16:52:13.288Z,0,0,0,[],0
67eebd6130ebf87daab2c84e,user,2025-04-03T16:54:57.253Z,0,0,0,[],0
67eebd7f30ebf87daab2c84f,user,2025-04-03T16:55:27.418Z,0,0,0,[],0
67eebdca30ebf87daab2c850,user,2025-04-03T16:56:41.998Z,0,0,0,[],0
67eebde430ebf87daab2c851,user,2025-04-03T16:57:08.192Z,0,0,0,[],0
67eebdfc30ebf87daab2c852,user,2025-04-03T16:57:31.979Z,7,48,0,"['select scenario', 'select scenario', 'select scenario', 'select scenario', 'add example category', 'add example category', 'add example category', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution']",48129
67eebe9230ebf87daab2c854,user,2025-04-03T17:00:02.359Z,0,0,0,[],0
67eebefa30ebf87daab2c855,user,2025-04-03T17:01:46.594Z,0,0,0,[],0
67eebf2230ebf87daab2c856,user,2025-04-03T17:02:26.321Z,0,0,0,[],0
67eebf9030ebf87daab2c857,user,2025-04-03T17:04:16.358Z,0,0,0,[],0
67eebfbb30ebf87daab2c858,user,2025-04-03T17:04:59.343Z,0,0,0,[],0
67eebfdd30ebf87daab2c859,user,2025-04-03T17:05:33.363Z,0,0,0,[],0
67eebffc30ebf87daab2c85a,user,2025-04-03T17:06:04.705Z,0,0,0,[],0
67eec01430ebf87daab2c85b,user,2025-04-03T17:06:28.639Z,0,0,0,[],0
67eec02d30ebf87daab2c85c,user,2025-04-03T17:06:53.916Z,0,0,0,[],0
67eec05a30ebf87daab2c85d,user,2025-04-03T17:07:38.846Z,0,0,0,[],0
67eec08b30ebf87daab2c85e,user,2025-04-03T17:08:27.182Z,0,0,0,[],0
67eec0a730ebf87daab2c85f,user,2025-04-03T17:08:55.163Z,0,0,0,[],0
67eec0c030ebf87daab2c860,user,2025-04-03T17:09:20.798Z,0,0,0,[],0
67eec0f230ebf87daab2c861,user,2025-04-03T17:10:10.147Z,0,0,0,[],0
67eec13630ebf87daab2c862,user,2025-04-03T17:11:18.249Z,0,0,0,[],0
67eec15c30ebf87daab2c863,user,2025-04-03T17:11:56.041Z,0,0,0,[],0
67eec17230ebf87daab2c864,user,2025-04-03T17:12:18.483Z,0,0,0,[],0
67eec17d30ebf87daab2c865,user,2025-04-03T17:12:29.866Z,0,0,0,[],0
67eec1bb30ebf87daab2c866,user,2025-04-03T17:13:31.056Z,0,0,0,[],0
67eec1d330ebf87daab2c867,user,2025-04-03T17:13:55.757Z,4,0,0,"['select scenario', 'add example category', 'add example category', 'add example category']",169416
67eec32c30ebf87daab2c868,user,2025-04-03T17:19:40.396Z,0,0,0,[],0
67ef0231ac852f986830b1c8,user,2025-04-03T21:48:33.853Z,0,0,0,[],0
67ef024aac852f986830b1c9,user,2025-04-03T21:48:58.183Z,0,0,0,[],0
67ef02a1665af9d7a5c2fdc9,user,2025-04-03T21:50:25.546Z,0,0,0,[],0
67ef035e064fde73c6f970ac,user,2025-04-03T21:53:34.540Z,0,0,0,[],0
67ef0399064fde73c6f970ad,user,2025-04-03T21:54:33.717Z,0,0,0,[],0
67ef03b4064fde73c6f970ae,user,2025-04-03T21:55:00.657Z,0,0,0,[],0
67ef049d064fde73c6f970af,user,2025-04-03T21:58:53.884Z,0,0,0,[],0
67ef04cc064fde73c6f970b0,user,2025-04-03T21:59:40.775Z,0,0,0,[],0
67ef04ea064fde73c6f970b1,user,2025-04-03T22:00:10.695Z,0,0,0,[],0
67ef05c0064fde73c6f970b2,user,2025-04-03T22:03:44.429Z,0,0,0,[],0
67ef05d4064fde73c6f970b3,user,2025-04-03T22:04:04.739Z,0,0,0,[],0
67ef05eb064fde73c6f970b4,user,2025-04-03T22:04:27.172Z,0,0,0,[],0
67ef0616064fde73c6f970b5,user,2025-04-03T22:05:10.288Z,0,0,0,[],0
67ef0632064fde73c6f970b6,user,2025-04-03T22:05:38.311Z,0,0,0,[],0
67ef0665064fde73c6f970b7,user,2025-04-03T22:06:29.700Z,0,0,0,[],0
67ef0690064fde73c6f970b8,user,2025-04-03T22:07:12.028Z,0,0,0,[],0
67ef069e064fde73c6f970b9,user,2025-04-03T22:07:26.180Z,0,0,0,[],0
67ef0785a651afb19a11dfb4,user,2025-04-03T22:11:17.870Z,0,0,0,[],0
67ef07c99a6f94d4fd7e2b93,user,2025-04-03T22:12:25.041Z,0,0,0,[],0
67ef081f3c77477515b6814d,user,2025-04-03T22:13:51.785Z,0,0,0,[],0
67ef084f0507de36e8f05fd1,user,2025-04-03T22:14:39.499Z,0,0,0,[],0
67ef08940507de36e8f05fd3,user,2025-04-03T22:15:48.811Z,0,0,0,[],0
67ef08d30507de36e8f05fd4,user,2025-04-03T22:16:51.610Z,0,0,0,[],0
67ef08fc0507de36e8f05fd5,user,2025-04-03T22:17:32.647Z,0,0,0,[],0
67f039a90507de36e8f05fd6,user,2025-04-04T19:57:29.904Z,3,142,0,"['new scenario', 'new category', 'edit entity', 'new category', 'new category', 'select recommendation', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'new scenario', 'new category', 'edit entity', 'new category', 'new category', 'edit entity', 'select recommendation', 'view similar', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'new scenario', 'new category', 'new category', 'new category', 'edit entity', 'edit entity', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by hint', 'edit puzzle']",2555817
67f043d30507de36e8f05fda,user,2025-04-04T20:40:51.283Z,0,0,0,[],0
67f41ff64f4cffc95be050cb,user,2025-04-07T18:56:54.040Z,0,0,0,[],0
67f420bb4f4cffc95be050cc,user,2025-04-07T19:00:11.299Z,0,0,0,[],0
67f421144f4cffc95be050cd,user,2025-04-07T19:01:40.468Z,0,0,0,[],0
67f4216c4f4cffc95be050ce,user,2025-04-07T19:03:08.489Z,0,0,0,[],0
67f4218b4f4cffc95be050cf,user,2025-04-07T19:03:39.689Z,0,0,0,[],0
67f422234f4cffc95be050d0,user,2025-04-07T19:06:10.980Z,0,0,0,[],0
67f422334f4cffc95be050d1,user,2025-04-07T19:06:27.480Z,0,0,0,[],0
67f4228b4f4cffc95be050d2,user,2025-04-07T19:07:55.576Z,0,0,0,[],0
67f422d64f4cffc95be050d3,user,2025-04-07T19:09:10.642Z,0,0,0,[],0
67f423444f4cffc95be050d4,user,2025-04-07T19:11:00.375Z,0,0,0,[],0
67f4236c4f4cffc95be050d5,user,2025-04-07T19:11:40.328Z,0,0,0,[],0
67f4238c4f4cffc95be050d6,user,2025-04-07T19:12:12.495Z,0,0,0,[],0
67f4294e4f4cffc95be050d7,user,2025-04-07T19:36:46.398Z,0,0,0,[],0
67f4296f4f4cffc95be050d8,user,2025-04-07T19:37:19.178Z,0,0,0,[],0
67f429834f4cffc95be050d9,user,2025-04-07T19:37:39.072Z,0,0,0,[],0
67f429a64f4cffc95be050da,user,2025-04-07T19:38:14.079Z,0,0,0,[],0
67f42a904f4cffc95be050db,user,2025-04-07T19:42:08.396Z,0,0,0,[],0
67f42b164f4cffc95be050dc,user,2025-04-07T19:44:22.734Z,0,0,0,[],0
67f42b354f4cffc95be050dd,user,2025-04-07T19:44:53.799Z,0,0,0,[],0
67f42b5c4f4cffc95be050de,user,2025-04-07T19:45:32.945Z,0,0,0,[],0
67f42cac4f4cffc95be050df,user,2025-04-07T19:51:08.632Z,0,0,0,[],0
67f42cc74f4cffc95be050e0,user,2025-04-07T19:51:35.182Z,0,0,0,[],0
67f42d014f4cffc95be050e1,user,2025-04-07T19:52:33.650Z,0,0,0,[],0
67f42d1c4f4cffc95be050e2,user,2025-04-07T19:53:00.351Z,0,0,0,[],0
67f42e2a4f4cffc95be050e3,user,2025-04-07T19:57:30.120Z,0,0,0,[],0
67f42e514f4cffc95be050e4,user,2025-04-07T19:58:09.384Z,0,0,0,[],0
67f42ee54f4cffc95be050e5,user,2025-04-07T20:00:37.989Z,0,0,0,[],0
67f42f604f4cffc95be050e6,user,2025-04-07T20:02:40.273Z,0,0,0,[],0
67f42f9a4f4cffc95be050e7,user,2025-04-07T20:03:38.340Z,0,0,0,[],0
67f42fe34f4cffc95be050e8,user,2025-04-07T20:04:51.803Z,0,0,0,[],0
67f431134f4cffc95be050e9,user,2025-04-07T20:09:55.082Z,0,0,0,[],0
67f431324f4cffc95be050ea,user,2025-04-07T20:10:26.320Z,0,0,0,[],0
67f4314e4f4cffc95be050eb,user,2025-04-07T20:10:54.281Z,0,0,0,[],0
67f431804f4cffc95be050ec,user,2025-04-07T20:11:44.075Z,0,0,0,[],0
67f4319e4f4cffc95be050ed,user,2025-04-07T20:12:14.447Z,0,0,0,[],0
67f431da4f4cffc95be050ee,user,2025-04-07T20:13:14.045Z,0,0,0,[],0
67f4325e4f4cffc95be050ef,user,2025-04-07T20:15:26.066Z,0,0,0,[],0
67f4327c4f4cffc95be050f0,user,2025-04-07T20:15:56.982Z,0,0,0,[],0
67f432964f4cffc95be050f1,user,2025-04-07T20:16:22.219Z,0,0,0,[],0
67f432c24f4cffc95be050f2,user,2025-04-07T20:17:06.111Z,0,0,0,[],0
67f432d94f4cffc95be050f3,user,2025-04-07T20:17:29.966Z,0,0,0,[],0
67f4385c4747e470dae97459,user,2025-04-07T20:41:00.108Z,0,0,0,[],0
67f439114747e470dae9745b,user,2025-04-07T20:44:01.944Z,0,0,0,[],0
67f439614747e470dae9745c,user,2025-04-07T20:45:21.433Z,0,0,0,[],0
67f439f94747e470dae9745d,user,2025-04-07T20:47:53.251Z,0,0,0,[],0
67f43a220659f657513fecf2,user,2025-04-07T20:48:34.195Z,0,0,0,[],0
67f43b2e0659f657513fecf3,user,2025-04-07T20:53:02.355Z,0,0,0,[],0
67f55ca80659f657513fecf4,user,2025-04-08T17:28:08.922Z,0,0,0,[],0
67f55cec0659f657513fecf5,user,2025-04-08T17:29:16.290Z,0,0,0,[],0
67f55d120659f657513fecf6,user,2025-04-08T17:29:54.646Z,0,0,0,[],0
67f55eaed54bb164c4cdd4a2,user,2025-04-08T17:36:46.794Z,0,0,0,[],0
67f560dad54bb164c4cdd4a3,user,2025-04-08T17:46:02.359Z,0,0,0,[],0
67f5621e570ca7c82c5e8118,user,2025-04-08T17:51:26.175Z,0,0,0,[],0
67f56277570ca7c82c5e8119,user,2025-04-08T17:52:55.567Z,0,0,0,[],0
67f56318b3a38ac9caef65f0,user,2025-04-08T17:55:35.994Z,0,0,0,[],0
67f56338b3a38ac9caef65f1,user,2025-04-08T17:56:08.157Z,0,0,0,[],0
67f5659435e7b69d02d17f23,user,2025-04-08T18:06:12.255Z,0,0,0,[],0
67f56660403e57a8109ac1fc,user,2025-04-08T18:09:36.686Z,0,0,0,[],0
67f566db403e57a8109ac1fd,user,2025-04-08T18:11:39.578Z,0,0,0,[],0
67f56774403e57a8109ac1fe,user,2025-04-08T18:14:12.235Z,4,0,0,"['select scenario', 'add example category', 'add example category', 'add example category']",85170
67f5687d403e57a8109ac200,user,2025-04-08T18:18:37.930Z,4,0,0,"['select scenario', 'add example category', 'add example category', 'add example category']",6834
67f568aa403e57a8109ac202,user,2025-04-08T18:19:22.522Z,4,0,0,"['select scenario', 'add example category', 'add example category', 'add example category']",3666
67f56dbc403e57a8109ac204,user,2025-04-08T18:41:00.288Z,4,0,0,"['select scenario', 'add example category', 'add example category', 'add example category']",3614
67f56f0425b6bb5d5b36b3f5,user,2025-04-08T18:46:28.670Z,16,1,0,"['select scenario', 'add example category', 'add example category', 'add example category', 'select recommendation', 'edit puzzle', 'select scenario', 'add example category', 'add example category', 'add example category', 'select recommendation', 'view similar', 'select scenario', 'add example category', 'add example category', 'add example category', 'select recommendation']",203043
67f5718725b6bb5d5b36b3f9,user,2025-04-08T18:57:11.759Z,0,0,0,[],0
67f5719325b6bb5d5b36b3fa,user,2025-04-08T18:57:23.372Z,0,0,0,[],0
67f571ac9b93d99318d042ef,user,2025-04-08T18:57:48.629Z,0,1,0,['edit puzzle'],32289
67f6b86c9b93d99318d042f0,user,2025-04-09T18:11:56.871Z,13,209,21,"['select scenario', 'add example category', 'add example category', 'add example category', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'edit puzzle', 'select scenario', 'add example category', 'add example category', 'add example category', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by difficulty', 'filter by difficulty', 'filter by difficulty', 'filter by difficulty', 'filter by difficulty', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by hint size', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'select scenario', 'add example category', 'add example category', 'add example category', 'select recommendation', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution', 'filter by solution']",4274456
67f6cb559b93d99318d042f4,user,2025-04-09T19:32:37.844Z,0,0,0,[],0
67f6cb9e9b93d99318d042f5,user,2025-04-09T19:33:50.088Z,0,0,0,[],0
67f6cc639b93d99318d042f6,user,2025-04-09T19:37:07.811Z,0,0,0,[],0
67f6cc789b93d99318d042f7,user,2025-04-09T19:37:28.298Z,0,0,0,[],0
67f6ccae9b93d99318d042f8,user,2025-04-09T19:38:22.604Z,0,0,0,[],0
67f6ccca9b93d99318d042f9,user,2025-04-09T19:38:50.470Z,0,0,0,[],0
67f6cf099b93d99318d042fa,user,2025-04-09T19:48:25.450Z,0,0,0,[],0
67f6cf299b93d99318d042fb,user,2025-04-09T19:48:57.268Z,0,0,0,[],0
67f6cf439b93d99318d042fc,user,2025-04-09T19:49:23.285Z,0,0,0,[],0
67f6cf5d9b93d99318d042fd,user,2025-04-09T19:49:49.039Z,0,0,0,[],0
67f6d2969b93d99318d042fe,user,2025-04-09T20:03:34.594Z,0,0,0,[],0
67f6d3429b93d99318d042ff,user,2025-04-09T20:06:26.189Z,0,0,0,[],0
67f6d3669b93d99318d04300,user,2025-04-09T20:07:02.194Z,0,0,0,[],0
67f6d3cf9b93d99318d04301,user,2025-04-09T20:08:47.706Z,0,0,0,[],0
67f6d4189b93d99318d04302,user,2025-04-09T20:10:00.896Z,0,0,0,[],0
67f6d4539b93d99318d04303,user,2025-04-09T20:10:59.963Z,0,0,0,[],0
67f6d51c9b93d99318d04304,user,2025-04-09T20:14:20.399Z,0,0,0,[],0
67f6d5459b93d99318d04305,user,2025-04-09T20:15:01.024Z,0,0,0,[],0
67f6d55a9b93d99318d04306,user,2025-04-09T20:15:22.964Z,0,0,0,[],0
67f6d57b9b93d99318d04307,user,2025-04-09T20:15:55.405Z,0,0,0,[],0
67f6d5909b93d99318d04308,user,2025-04-09T20:16:16.641Z,0,0,0,[],0
67f6d5ba9b93d99318d04309,user,2025-04-09T20:16:58.481Z,0,0,0,[],0
67f6d5da9b93d99318d0430a,user,2025-04-09T20:17:30.795Z,0,0,0,[],0
67f6d5fe9b93d99318d0430b,user,2025-04-09T20:18:06.216Z,0,0,0,[],0
67f6d6639b93d99318d0430c,user,2025-04-09T20:19:47.643Z,0,0,0,[],0
67f6d6879b93d99318d0430d,user,2025-04-09T20:20:23.104Z,0,0,0,[],0
67f6d6a19b93d99318d0430e,user,2025-04-09T20:20:48.987Z,0,0,0,[],0
67f6d6b39b93d99318d0430f,user,2025-04-09T20:21:07.306Z,0,0,0,[],0
67f6d6d39b93d99318d04310,user,2025-04-09T20:21:39.971Z,0,0,0,[],0
67f6d7029b93d99318d04311,user,2025-04-09T20:22:26.080Z,0,0,0,[],0
67f6d7169b93d99318d04312,user,2025-04-09T20:22:46.847Z,0,0,0,[],0
67f6d7459b93d99318d04313,user,2025-04-09T20:23:33.612Z,0,0,0,[],0
67f6d7659b93d99318d04314,user,2025-04-09T20:24:05.655Z,0,0,0,[],0
67f6d7799b93d99318d04315,user,2025-04-09T20:24:25.231Z,0,0,0,[],0
67f6d7a69b93d99318d04316,user,2025-04-09T20:25:10.765Z,0,0,0,[],0
67f6d8049b93d99318d04317,user,2025-04-09T20:26:44.006Z,0,0,0,[],0
67f6d8149b93d99318d04318,user,2025-04-09T20:27:00.287Z,0,0,0,[],0
67f6d88f9b93d99318d04319,user,2025-04-09T20:29:03.434Z,0,0,0,[],0
67f6d8b19b93d99318d0431a,user,2025-04-09T20:29:37.172Z,0,0,0,[],0
67f6d8d59b93d99318d0431b,user,2025-04-09T20:30:13.358Z,0,0,0,[],0
67f6d90c9b93d99318d0431c,user,2025-04-09T20:31:08.770Z,0,0,0,[],0
67f6d91d9b93d99318d0431d,user,2025-04-09T20:31:25.508Z,0,0,0,[],0
67f6d93f9b93d99318d0431e,user,2025-04-09T20:31:59.690Z,0,0,0,[],0
67f6d9559b93d99318d0431f,user,2025-04-09T20:32:21.206Z,0,0,0,[],0
67f6d9659b93d99318d04320,user,2025-04-09T20:32:37.747Z,0,0,0,[],0
67f6da099b93d99318d04321,user,2025-04-09T20:35:21.530Z,0,0,0,[],0
67f6da319b93d99318d04322,user,2025-04-09T20:36:01.113Z,0,0,0,[],0
67f6da5b9b93d99318d04323,user,2025-04-09T20:36:43.875Z,0,0,0,[],0
